0.015,0.01,-0.03,0.26
0.016,0.00,0.01,0.25
0.025,0.03,0.02,0.08
0.043,0.11,-0.03,-0.20
0.044,0.02,0.00,-0.24
0.060,0.08,-0.03,-0.11
0.064,0.01,-0.01,0.07
0.074,0.02,-0.03,0.13
0.099,-0.02,0.02,0.19
0.101,0.03,-0.01,0.04
0.106,0.03,-0.03,-0.12
0.114,0.02,0.00,-0.11
0.123,0.01,-0.01,-0.05
0.147,0.04,-0.03,0.06
0.148,0.08,0.02,0.14
0.154,0.00,-0.01,0.08
0.163,0.01,0.00,0.04
0.185,0.05,-0.04,-0.03
0.186,0.04,-0.02,-0.07
0.192,0.06,-0.04,-0.02
0.202,0.02,-0.02,0.02
0.215,0.09,-0.02,0.11
0.223,-0.08,-0.05,0.05
0.232,0.09,0.01,0.02
0.253,0.13,-0.01,-0.06
0.256,-0.04,-0.05,-0.05
0.280,0.03,-0.02,0.02
0.282,0.03,-0.01,0.01
0.283,0.04,0.00,-0.01
0.291,0.06,0.01,0.01
0.302,0.00,0.00,-0.02
0.311,0.01,0.01,-0.02
0.322,0.05,-0.02,-0.03
0.332,0.06,-0.03,-0.04
0.348,-0.01,-0.04,0.03
0.350,0.03,0.00,0.04
0.360,-0.01,0.00,0.04
0.379,0.14,0.00,-0.01
0.383,-0.02,-0.03,-0.03
0.400,0.04,-0.03,-0.05
0.403,0.03,0.02,-0.04
0.409,0.03,-0.05,0.02
0.419,0.04,-0.01,0.00
0.430,0.08,-0.03,-0.05
0.440,0.02,0.00,0.00
0.450,-0.01,-0.05,0.02
0.477,0.07,-0.03,-0.03
0.480,-0.03,-0.01,-0.04
0.481,0.06,-0.01,0.04
0.493,0.04,-0.01,-0.04
0.500,0.02,-0.04,-0.05
0.509,0.02,-0.05,-0.03
0.518,0.04,0.01,-0.06
0.528,0.01,-0.00,-0.01
0.537,0.03,-0.00,0.02
0.549,0.07,0.02,-0.04
0.579,0.00,-0.02,0.00
0.580,0.04,-0.02,0.01
0.581,0.01,-0.02,-0.01
0.588,0.03,-0.02,0.00
0.598,0.03,-0.01,0.02
0.607,0.03,-0.01,0.00
0.619,-0.01,0.02,-0.01
0.626,0.11,-0.01,0.00
0.637,0.01,0.02,-0.03
0.648,-0.04,0.08,-0.06
0.684,0.00,-0.10,0.05
0.685,0.02,-0.01,-0.05
0.687,0.03,-0.01,0.06
0.688,0.04,-0.07,0.02
0.696,-0.01,0.03,0.04
0.706,0.06,0.01,-0.02
0.717,-0.01,-0.03,0.00
0.726,0.04,-0.00,-0.06
0.736,0.01,-0.00,-0.01
0.745,0.08,0.03,0.01
0.768,0.03,0.03,0.01
0.770,0.03,0.02,-0.02
0.775,0.02,-0.01,-0.02
0.797,0.02,-0.03,0.00
0.800,0.04,-0.02,-0.02
0.805,0.03,0.00,-0.04
0.815,0.02,0.04,-0.00
0.824,0.01,0.03,-0.08
0.849,0.05,-0.01,0.03
0.851,0.04,-0.03,-0.01
0.858,0.02,-0.03,-0.01
0.864,0.05,0.00,-0.06
0.874,0.03,0.04,-0.00
0.885,0.06,-0.01,0.03
0.893,0.05,0.02,-0.00
0.903,0.04,-0.02,0.03
0.913,0.04,-0.03,-0.00
0.923,0.05,-0.02,-0.01
0.933,0.04,0.01,-0.04
0.948,0.02,-0.01,0.04
0.953,0.02,0.03,0.01
0.966,0.02,0.00,-0.04
0.973,0.02,0.02,0.06
0.982,-0.02,-0.02,0.02
1.003,0.04,-0.01,-0.00
1.005,0.05,0.00,-0.00
1.016,-0.01,0.01,-0.01
1.026,0.03,-0.02,-0.03
1.032,0.04,-0.01,-0.01
1.041,0.01,-0.02,-0.00
1.061,0.01,-0.04,0.03
1.063,0.00,-0.01,-0.02
1.098,0.03,0.01,0.02
1.100,0.01,-0.01,0.05
1.101,0.02,-0.03,-0.03
1.102,0.00,-0.01,-0.04
1.110,0.01,-0.02,-0.01
1.121,0.03,-0.01,-0.03
1.130,0.04,-0.02,0.01
1.140,0.04,-0.09,-0.02
1.150,0.07,-0.02,0.04
1.164,0.02,0.00,0.06
1.175,0.05,-0.03,-0.00
1.180,0.05,-0.03,0.01
1.192,0.06,0.00,-0.01
1.200,0.01,-0.01,-0.00
1.211,0.02,-0.07,-0.00
1.222,0.04,-0.01,0.04
1.229,0.05,0.02,0.02
1.239,0.06,0.00,0.01
1.249,0.03,-0.02,-0.00
1.266,0.00,0.00,0.03
1.268,0.02,-0.02,-0.02
1.278,0.02,0.01,-0.02
1.288,0.01,-0.01,-0.03
1.298,0.02,-0.02,0.01
1.308,0.03,-0.02,-0.04
1.320,0.02,0.00,0.02
1.328,0.03,0.00,-0.03
1.340,0.02,0.01,0.04
1.349,0.04,-0.01,-0.01
1.382,0.03,-0.03,-0.00
1.386,0.07,0.00,0.06
1.387,0.04,0.00,-0.08
1.388,0.04,0.02,0.02
1.397,0.07,0.02,-0.07
1.408,0.01,-0.02,-0.01
1.416,0.02,-0.04,0.03
1.428,0.03,0.01,-0.08
1.447,0.03,-0.03,0.05
1.453,0.01,-0.03,0.03
1.464,0.03,-0.06,0.03
1.467,-0.02,-0.03,0.01
1.476,0.06,0.00,0.00
1.487,0.02,-0.04,0.00
1.495,-0.01,0.01,0.02
1.505,0.03,-0.01,0.02
1.516,0.03,0.00,0.02
1.526,0.05,0.00,-0.00
1.557,0.07,-0.03,-0.02
1.562,0.07,0.00,0.00
1.564,0.06,-0.04,-0.01
1.566,0.01,0.02,-0.01
1.575,0.07,-0.00,0.01
1.585,0.03,-0.02,0.01
1.595,0.02,-0.02,0.02
1.605,0.06,-0.04,0.00
1.614,0.01,0.02,-0.01
1.624,0.01,-0.01,-0.03
1.634,0.06,-0.02,0.05
1.644,0.05,0.03,-0.04
1.688,0.07,-0.02,0.05
1.691,-0.04,-0.02,0.05
1.692,0.05,-0.03,0.02
1.693,-0.03,0.03,0.02
1.694,0.05,-0.06,0.01
1.704,0.05,0.02,0.04
1.713,0.03,0.02,0.01
1.724,0.05,-0.02,-0.04
1.733,0.06,0.01,-0.01
1.743,0.03,-0.01,-0.00
1.752,-0.01,-0.00,0.06
1.765,0.06,0.01,0.03
1.803,0.04,-0.04,-0.01
1.806,0.04,-0.01,0.02
1.807,0.05,-0.01,-0.00
1.808,0.01,0.01,-0.00
1.812,0.03,0.01,0.02
1.823,0.05,0.03,-0.05
1.831,0.01,0.01,0.03
1.841,0.02,-0.01,-0.05
1.851,0.03,-0.03,-0.03
1.865,0.04,-0.01,0.00
1.871,0.05,0.01,-0.01
1.899,0.02,-0.00,0.01
1.901,0.05,-0.00,-0.03
1.902,0.03,-0.01,0.01
1.911,0.06,0.01,-0.03
1.921,0.00,-0.00,0.01
1.930,0.07,-0.02,0.03
1.940,0.02,-0.03,-0.02
1.950,0.04,-0.01,-0.06
1.974,0.06,-0.01,-0.04
1.976,0.02,-0.01,0.04
1.982,0.00,0.01,0.01
2.001,0.04,-0.01,-0.03
2.003,0.01,-0.00,-0.02
2.009,0.03,-0.03,-0.06
2.021,0.06,-0.00,-0.02
2.029,0.00,0.01,0.07
2.039,0.00,0.01,-0.02
2.050,0.05,0.01,-0.04
2.083,0.03,-0.01,0.03
2.085,0.04,-0.01,-0.03
2.087,0.02,0.01,-0.05
2.088,-0.01,0.01,0.04
2.098,0.02,-0.01,-0.04
2.108,0.04,0.01,-0.02
2.118,0.06,0.01,0.04
2.128,0.06,-0.03,-0.01
2.139,0.08,-0.00,-0.03
2.147,0.03,-0.00,0.00
2.175,0.04,-0.02,-0.02
2.179,0.02,-0.00,-0.02
2.182,0.05,-0.05,-0.03
2.197,0.03,-0.01,-0.03
2.198,0.05,0.01,0.09
2.207,0.04,0.02,0.03
2.216,0.05,-0.02,0.00
2.227,0.06,-0.03,-0.07
2.236,0.00,-0.01,-0.06
2.245,0.01,-0.02,-0.01
2.265,0.05,-0.01,-0.01
2.288,-0.00,0.05,-0.04
2.289,0.04,-0.02,-0.01
2.291,-0.00,-0.03,0.01
2.295,-0.01,0.02,0.02
2.305,0.01,0.02,-0.01
2.315,0.04,-0.02,0.02
2.325,0.03,-0.04,0.04
2.335,-0.00,0.03,-0.06
2.345,0.05,-0.02,-0.05
2.378,0.04,-0.00,-0.01
2.383,0.04,-0.01,-0.01
2.385,-0.01,0.02,-0.06
2.394,0.01,-0.04,-0.01
2.406,0.01,-0.01,-0.05
2.414,0.04,-0.01,0.03
2.424,0.05,-0.00,0.07
2.434,0.03,0.01,-0.02
2.445,-0.02,0.01,-0.02
2.470,0.02,0.01,0.06
2.472,0.02,0.02,-0.00
2.475,-0.00,-0.04,-0.01
2.483,0.04,0.01,-0.03
2.495,0.03,-0.02,-0.06
2.503,-0.01,-0.00,-0.05
2.513,0.04,-0.00,0.05
2.523,0.04,-0.03,0.01
2.532,0.04,0.02,0.04
2.543,0.04,0.04,0.03
2.554,0.05,0.03,0.03
2.577,-0.00,0.01,-0.04
2.581,-0.00,-0.04,-0.01
2.584,-0.00,-0.01,0.03
2.600,0.06,-0.04,-0.05
2.602,0.06,-0.02,0.01
2.612,-0.00,-0.04,0.01
2.622,0.05,-0.03,-0.03
2.631,0.05,0.02,0.02
2.642,-0.01,-0.00,-0.03
2.651,0.02,0.01,-0.01
2.676,0.04,0.01,0.03
2.678,-0.00,-0.00,-0.02
2.680,0.06,-0.06,0.03
2.697,0.08,0.01,0.02
2.702,0.06,0.01,0.03
2.710,0.03,-0.00,-0.01
2.721,0.08,0.04,-0.08
2.730,0.02,-0.00,0.01
2.740,0.02,0.02,-0.01
2.749,0.02,-0.01,0.00
2.772,0.03,-0.00,0.01
2.774,-0.04,0.01,-0.05
2.779,0.09,-0.02,-0.01
2.798,0.03,-0.01,0.04
2.799,-0.01,0.02,-0.03
2.809,0.05,0.01,0.01
2.819,0.05,-0.05,-0.03
2.828,0.03,-0.00,-0.02
2.840,0.02,-0.02,-0.01
2.849,0.05,-0.01,-0.03
2.858,0.03,-0.03,0.05
2.868,0.02,0.03,-0.01
2.884,0.02,0.02,0.02
2.889,0.04,-0.00,0.08
2.906,0.03,-0.00,0.01
2.907,-0.00,-0.01,-0.01
2.918,-0.00,-0.04,-0.04
2.928,0.02,-0.05,0.00
2.937,0.02,0.02,0.02
2.947,0.06,-0.00,0.01
2.974,0.05,-0.03,0.01
