0.009,-0.06,0.00,-0.19
0.020,-0.02,0.00,-0.28
0.023,0.06,-0.02,-0.20
0.036,0.05,-0.01,-0.28
0.045,-0.03,-0.04,-0.25
0.078,-0.00,0.05,-0.21
0.079,-0.02,0.03,-0.25
0.080,0.04,-0.02,-0.23
0.083,0.04,-0.05,-0.26
0.092,0.02,0.00,-0.25
0.102,0.01,0.00,-0.30
0.114,-0.04,-0.03,-0.26
0.122,0.01,0.03,-0.26
0.141,-0.00,-0.02,-0.21
0.144,-0.03,0.02,-0.23
0.153,0.03,-0.01,-0.23
0.162,0.04,-0.02,-0.29
0.190,-0.00,-0.01,-0.30
0.191,0.01,-0.01,-0.26
0.193,-0.00,0.01,-0.24
0.201,0.03,-0.02,-0.22
0.211,0.01,-0.01,-0.25
0.221,-0.00,0.04,-0.25
0.241,-0.02,-0.01,-0.24
0.243,0.01,-0.02,-0.26
0.253,-0.01,0.01,-0.20
0.261,0.04,-0.02,-0.26
0.286,-0.02,-0.01,-0.28
0.287,-0.04,-0.03,-0.24
0.293,-0.02,-0.00,-0.24
0.301,-0.05,-0.01,-0.23
0.310,0.01,0.01,-0.20
0.320,0.05,0.01,-0.24
0.339,0.03,0.01,-0.26
0.341,0.01,0.02,-0.20
0.354,0.00,-0.01,-0.26
0.361,-0.02,-0.00,-0.27
0.393,0.00,-0.02,-0.25
0.394,-0.01,0.01,-0.24
0.395,-0.02,-0.00,-0.21
0.399,-0.01,-0.00,-0.25
0.409,-0.03,0.01,-0.25
0.419,-0.02,0.03,-0.24
0.445,0.00,0.01,-0.25
0.449,0.00,-0.03,-0.24
0.452,-0.03,-0.00,-0.20
0.459,0.02,-0.04,-0.27
0.490,-0.02,-0.03,-0.34
0.491,-0.03,0.02,-0.23
0.495,0.00,-0.00,-0.23
0.498,0.00,-0.01,-0.24
0.508,0.00,0.03,-0.20
0.518,0.00,-0.00,-0.27
0.528,-0.02,-0.01,-0.22
0.544,-0.04,-0.00,-0.19
0.549,-0.00,0.01,-0.27
0.558,0.01,0.02,-0.27
0.583,0.03,-0.03,-0.27
0.585,-0.03,-0.01,-0.19
0.587,-0.01,-0.01,-0.25
0.597,0.04,0.05,-0.21
0.607,0.02,-0.01,-0.25
0.617,0.02,0.01,-0.22
0.627,0.05,-0.03,-0.25
0.643,-0.01,-0.03,-0.33
0.647,0.04,-0.04,-0.26
0.686,-0.01,-0.01,-0.29
0.687,-0.03,-0.02,-0.22
0.688,-0.03,0.04,-0.23
0.689,-0.03,-0.00,-0.32
0.697,0.00,-0.02,-0.26
0.706,0.00,0.01,-0.22
0.716,-0.03,-0.00,-0.24
0.726,-0.04,-0.04,-0.26
0.741,0.01,-0.00,-0.20
0.789,0.03,0.02,-0.25
0.790,0.03,-0.03,-0.25
0.791,0.10,0.02,-0.26
0.792,0.06,0.01,-0.23
0.793,-0.06,0.02,-0.25
0.796,0.00,0.01,-0.25
0.805,-0.03,-0.03,-0.22
0.824,-0.03,-0.00,-0.27
0.830,-0.01,-0.01,-0.23
0.869,0.01,-0.00,-0.20
0.870,0.06,-0.01,-0.27
0.871,0.00,-0.03,-0.28
0.871,-0.03,0.02,-0.26
0.874,0.02,-0.03,-0.26
0.885,0.02,-0.01,-0.24
0.894,0.05,0.03,-0.24
0.905,0.01,-0.01,-0.30
0.915,-0.00,-0.00,-0.27
0.924,0.04,-0.02,-0.24
0.941,0.01,-0.00,-0.27
0.991,-0.02,-0.00,-0.26
0.993,-0.02,-0.00,-0.26
0.994,-0.06,0.03,-0.24
0.996,-0.05,-0.00,-0.23
0.997,-0.04,-0.01,-0.21
1.008,0.02,-0.03,-0.24
1.009,0.00,-0.08,-0.25
1.015,0.03,-0.05,-0.20
1.023,0.07,-0.00,-0.35
1.035,0.01,0.05,-0.17
1.043,-0.03,0.05,-0.19
1.057,0.01,0.02,-0.29
1.113,-0.01,0.01,-0.18
1.115,0.04,-0.04,-0.24
1.117,0.01,-0.09,-0.34
1.118,0.04,-0.06,-0.20
1.120,-0.05,-0.06,-0.21
1.122,-0.04,-0.00,-0.22
1.123,-0.03,0.05,-0.22
1.134,-0.03,0.04,-0.24
1.142,0.03,0.02,-0.25
1.162,0.00,-0.00,-0.29
1.166,0.04,-0.03,-0.26
1.171,-0.01,-0.04,-0.26
1.205,-0.03,-0.04,-0.25
1.207,0.01,-0.02,-0.24
1.208,0.09,0.03,-0.22
1.211,0.08,0.04,-0.28
1.221,0.01,0.05,-0.30
1.241,-0.01,0.02,-0.25
1.249,-0.05,-0.02,-0.29
1.251,-0.01,-0.02,-0.26
1.262,0.01,-0.01,-0.25
1.280,-0.01,-0.03,-0.27
1.282,0.01,-0.00,-0.32
1.290,-0.02,0.00,-0.25
1.300,-0.03,0.02,-0.20
1.310,0.00,0.04,-0.24
1.320,-0.01,0.00,-0.21
1.330,0.03,-0.02,-0.18
1.344,0.05,-0.01,-0.23
1.381,0.03,-0.02,-0.28
1.383,0.03,-0.02,-0.21
1.384,-0.04,-0.02,-0.26
1.385,-0.01,0.03,-0.28
1.389,-0.06,-0.00,-0.25
1.399,0.01,0.02,-0.25
1.409,0.05,0.03,-0.27
1.419,0.01,0.02,-0.29
1.429,-0.01,0.00,-0.24
1.453,-0.02,0.00,-0.22
1.456,-0.05,-0.03,-0.23
1.458,0.01,-0.05,-0.28
1.483,-0.01,-0.06,-0.27
1.484,0.01,-0.01,-0.24
1.488,-0.00,0.01,-0.27
1.498,0.01,0.04,-0.26
1.508,0.00,0.03,-0.22
1.518,-0.01,0.03,-0.26
1.528,0.01,-0.03,-0.24
1.543,-0.01,-0.03,-0.25
1.580,0.02,-0.06,-0.27
1.582,0.02,-0.04,-0.27
1.583,-0.04,-0.05,-0.22
1.584,-0.01,0.01,-0.29
1.588,-0.02,0.01,-0.26
1.597,-0.01,0.03,-0.21
1.607,0.01,0.01,-0.20
1.617,-0.02,-0.03,-0.24
1.627,-0.04,-0.01,-0.26
1.637,-0.01,-0.05,-0.26
1.647,0.00,-0.03,-0.20
1.664,-0.02,-0.04,-0.26
1.667,0.03,0.02,-0.23
1.677,0.04,0.02,-0.27
1.706,0.01,0.02,-0.24
1.708,0.00,0.05,-0.23
1.709,-0.04,-0.03,-0.26
1.718,-0.06,0.00,-0.27
1.726,-0.05,-0.05,-0.21
1.736,0.03,-0.04,-0.32
1.745,0.00,0.01,-0.26
1.766,0.00,0.01,-0.24
1.768,-0.02,0.02,-0.20
1.775,0.00,0.03,-0.25
1.810,-0.01,0.00,-0.27
1.812,0.05,-0.03,-0.29
1.814,0.02,-0.03,-0.34
1.817,0.04,-0.03,-0.25
1.825,-0.01,-0.01,-0.20
1.844,-0.02,-0.03,-0.26
1.848,-0.06,-0.02,-0.20
1.877,-0.04,-0.00,-0.27
1.878,-0.02,0.02,-0.26
1.879,0.02,-0.02,-0.21
1.890,0.01,-0.02,-0.25
1.894,-0.04,-0.00,-0.25
1.904,0.02,-0.04,-0.27
1.915,-0.03,0.02,-0.27
1.924,-0.01,0.02,-0.20
1.953,0.06,-0.02,-0.21
1.960,0.05,-0.04,-0.26
1.964,0.00,-0.01,-0.23
1.966,-0.01,-0.01,-0.23
2.000,-0.01,-0.04,-0.31
2.006,-0.06,-0.04,-0.33
2.007,-0.03,-0.02,-0.27
